molecule_chembl_id,canonical_smiles,standard_value,compound_classification
CHEMBL405613,C=C(F)CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,112.0,active
CHEMBL427904,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,65.0,active
CHEMBL264678,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,140.0,active
CHEMBL264430,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccc2c(c1)OCO2,26.0,active
CHEMBL410015,NC[C@@H]1C[C@@]1(C(=O)N1CCc2sccc2C1)c1ccc2c(c1)OCO2,14.0,active
CHEMBL411033,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccc2c(c1)OCO2,77.0,active
CHEMBL411655,NC[C@@H]1C[C@@]1(C(=O)N1CCOc2ccccc21)c1ccc2c(c1)OCO2,320.0,active
CHEMBL409715,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc21)c1ccc2c(c1)OCO2,28.0,active
CHEMBL260863,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,64.0,active
CHEMBL408384,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,49.0,active
CHEMBL259694,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,58.0,active
CHEMBL406789,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,150.0,active
CHEMBL260988,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCO3)C[C@H]1CN,480.0,active
CHEMBL405728,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCC3)C[C@H]1CN,480.0,active
CHEMBL410055,CC#CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,460.0,active
CHEMBL410054,C=CCN(CC#CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,210.0,active
CHEMBL411677,C#CCN(CC#C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,145.0,active
CHEMBL408940,C#CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,130.0,active
CHEMBL404013,C=CCN(CC=C)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,270.0,active
CHEMBL403469,C=CCN(CCC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,1700.0,intermediate
CHEMBL258180,C=CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,430.0,active
CHEMBL403949,CCN(CC)C(=O)[C@@]1(c2ccc3c(c2)CCO3)C[C@H]1CN,2100.0,intermediate
CHEMBL258450,CCN(CC)C(=O)[C@@]1(c2ccc3occc3c2)C[C@H]1CN,280.0,active
CHEMBL255303,CCN(CC)C(=O)[C@@]1(c2ccc3sccc3c2)C[C@H]1CN,1100.0,intermediate
CHEMBL404145,CCN(CC)C(=O)[C@@]1(c2cccc(F)c2)C[C@H]1CN,370.0,active
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,320.0,active
CHEMBL252923,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,3500.0,intermediate
CHEMBL257550,NCC1C(c2ccccc2)C1(C(=O)N1CCc2ccccc21)c1ccccc1,560.0,active
CHEMBL257549,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,3400.0,intermediate
CHEMBL257551,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1c1ccccc1,6400.0,intermediate
CHEMBL410062,CC1(C)C(CN)C1(C(=O)N1CCc2ccccc21)c1ccccc1,10000.0,inactive
CHEMBL260335,C=CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,10000.0,inactive
CHEMBL260336,CCN(CC)C(=O)C1(c2ccccc2)C(CN)C1(C)C,10000.0,inactive
CHEMBL405462,CCN(CC)C(=O)C1(c2ccccc2)CC1(C)CN,6900.0,intermediate
CHEMBL260440,NCC1CC1(C(=O)N1CCc2ccccc21)c1ccccc1,13.0,active
CHEMBL260439,C=CCN(CC)C(=O)C1(c2ccccc2)CC1CN,280.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,190.0,active
CHEMBL99946,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,320.0,active
CHEMBL402089,NC[C@@H]1C[C@@]1(C(=O)N1C=COc2ccccc21)c1ccsc1,340.0,active
CHEMBL255246,NC[C@@H]1C[C@@]1(C(=O)N1CCCc2ccccc21)c1ccsc1,420.0,active
CHEMBL257348,NC[C@@H]1C[C@@]1(C(=O)C1NCc2ccccc21)c1ccsc1,76.0,active
CHEMBL404027,NC[C@@H]1C[C@@]1(C(=O)N1CCc2ccccc2C1)c1ccsc1,320.0,active
CHEMBL402090,NC[C@@H]1C[C@@]1(C(=O)N1C=CCCC1)c1ccsc1,1800.0,intermediate
CHEMBL257389,C=C(F)CN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,40.0,active
CHEMBL402027,C=C(F)CN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,60.0,active
CHEMBL257388,C#CCN(CC#C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,84.0,active
CHEMBL439423,C#CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,34.0,active
CHEMBL257390,C#CCN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,47.0,active
CHEMBL255448,COCCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,590.0,active
CHEMBL255449,C=CCN(C(=O)[C@@]1(c2ccsc2)C[C@H]1CN)C1CC1,26.0,active
CHEMBL403616,C=CCN(CCOC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,47.0,active
CHEMBL255450,C#CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,71.0,active
CHEMBL255663,C=CCN(CC=C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,76.0,active
CHEMBL257603,C=CCN(C)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,60.0,active
CHEMBL257602,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,140.0,active
CHEMBL403759,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN(C)C,10000.0,inactive
CHEMBL403760,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CNC,4400.0,intermediate
CHEMBL257808,CCN(CC)C(=O)[C@@]1(c2csc3ccccc23)C[C@H]1CN,3100.0,intermediate
CHEMBL403370,CCN(CC)C(=O)[C@@]1(c2nc3ccccc3s2)C[C@H]1CN,9600.0,intermediate
CHEMBL257130,CCN(CC)C(=O)[C@@]1(c2cc3cc(F)ccc3s2)C[C@H]1CN,290.0,active
CHEMBL257338,CCN(CC)C(=O)[C@@]1(c2cc3ccccc3s2)C[C@H]1CN,620.0,active
CHEMBL402088,CCN(CC)C(=O)[C@@]1(c2cccnc2)C[C@H]1CN,4000.0,intermediate
CHEMBL401976,CCN(CC)C(=O)[C@@]1(c2ccccn2)C[C@H]1CN,3500.0,intermediate
CHEMBL258013,CCN(CC)C(=O)[C@@]1(c2sc(Cl)c(Cl)c2Cl)C[C@H]1CN,2000.0,intermediate
CHEMBL401804,CCN(CC)C(=O)[C@@]1(c2cc(Cl)c(Cl)s2)C[C@H]1CN,2200.0,intermediate
CHEMBL257810,CCN(CC)C(=O)[C@@]1(c2ccc(Cl)s2)C[C@H]1CN,520.0,active
CHEMBL257809,CCN(CC)C(=O)[C@@]1(c2ccc(Br)s2)C[C@H]1CN,350.0,active
CHEMBL257964,CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,520.0,active
CHEMBL401676,CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN,830.0,active
CHEMBL401677,C=CN(CC)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN,65.0,active
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,3500.0,intermediate
CHEMBL506098,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(CC3=C[C@H]4[C@H](CC3)[C@](C)(OO)CC[C@@H]4C(C)C)C(=O)[C@]1(C(=O)C(C)C)C2=O,0.05,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,304.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,180.0,active
CHEMBL497512,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(F)cccc1C(F)(F)F,3200.0,intermediate
CHEMBL526825,CCc1cccc(F)c1O[C@H]1c2ccccc2CO[C@H]1CNC,1400.0,intermediate
CHEMBL497846,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(C)cccc1F,3100.0,intermediate
CHEMBL497845,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cc(F)ccc1C,4000.0,intermediate
CHEMBL497680,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(F)cc1C,150.0,active
CHEMBL497679,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(Cl)c1C,100.0,active
CHEMBL444742,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(F)c1C,1100.0,intermediate
CHEMBL526270,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C(F)(F)F,5600.0,intermediate
CHEMBL497493,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC,6000.0,intermediate
CHEMBL497492,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1SC,640.0,active
CHEMBL496285,CCOc1ccccc1O[C@H]1c2ccccc2CO[C@@H]1CNC,10000.0,inactive
CHEMBL524624,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1OC,10000.0,inactive
CHEMBL522065,CCc1ccccc1O[C@H]1c2ccccc2CO[C@@H]1CNC,3000.0,intermediate
CHEMBL498687,CCc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CNC,4500.0,intermediate
CHEMBL526670,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1F,3100.0,intermediate
CHEMBL498686,CNC[C@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,2700.0,intermediate
CHEMBL526669,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,1100.0,intermediate
CHEMBL496284,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,3500.0,intermediate
CHEMBL505439,CNC[C@H]1CS(=O)(=O)c2ccccc2[C@@H]1Oc1ccccc1C,10000.0,inactive
CHEMBL523574,CNC[C@H]1CSc2ccccc2[C@@H]1Oc1ccccc1C,3100.0,intermediate
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,1200.0,intermediate
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,2600.0,intermediate
CHEMBL498680,CNC[C@@H]1SCc2ccccc2[C@@H]1Oc1ccccc1Cl,2700.0,intermediate
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,6000.0,intermediate
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,1800.0,intermediate
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,2500.0,intermediate
CHEMBL498510,CNC[C@@H]1CSc2ccccc2[C@@H]1Oc1ccccc1Cl,3600.0,intermediate
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,3800.0,intermediate
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,1400.0,intermediate
CHEMBL451105,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN(C)C,1100.0,intermediate
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,6000.0,intermediate
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,47.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,1400.0,intermediate
CHEMBL526306,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,90.0,active
CHEMBL497665,CNC[C@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,1500.0,intermediate
CHEMBL524271,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1cccc2ccccc12,140.0,active
CHEMBL497664,CN(C)C[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,230.0,active
CHEMBL497666,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccc(C(F)(F)F)cc1,190.0,active
CHEMBL505902,Cc1ccccc1O[C@H]1c2ccccc2C[C@H]1CN(C)C,6500.0,intermediate
CHEMBL455447,CNC[C@@H]1Cc2ccccc2[C@@H]1Oc1ccccc1C,1600.0,intermediate
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,180.0,active
CHEMBL180101,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,10000.0,inactive
CHEMBL524313,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccc(O)cc1C,35.0,active
CHEMBL497512,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(F)cccc1C(F)(F)F,1700.0,intermediate
CHEMBL497846,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1c(C)cccc1F,560.0,active
CHEMBL444742,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(F)c1C,300.0,active
CHEMBL498482,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1cccc(C)c1C,300.0,active
CHEMBL498120,CNC[C@H]1OCc2ccccc2[C@H]1Oc1cccc(C)c1C,390.0,active
CHEMBL498141,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C(F)(F)F,6700.0,intermediate
CHEMBL526270,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C(F)(F)F,10000.0,inactive
CHEMBL525717,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1Cl,4500.0,intermediate
CHEMBL448375,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1Cl,500.0,active
CHEMBL452429,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1Cl,3200.0,intermediate
CHEMBL497479,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1Cl,1600.0,intermediate
CHEMBL498481,CCc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CNC,10000.0,inactive
CHEMBL525238,CCc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CNC,4600.0,intermediate
CHEMBL443952,CNC[C@@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,2700.0,intermediate
CHEMBL526669,CNC[C@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,960.0,active
CHEMBL497461,CNC[C@@H]1COc2ccccc2[C@H]1Oc1ccccc1C,3000.0,intermediate
CHEMBL498495,CNC[C@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,1200.0,intermediate
CHEMBL525532,Cc1ccccc1O[C@@H]1c2ccccc2CO[C@@H]1CN,10000.0,inactive
CHEMBL524798,Cc1ccccc1O[C@H]1c2ccccc2CO[C@H]1CN,4000.0,intermediate
CHEMBL510352,Cc1ccccc1O[C@@H]1c2ccccc2OC[C@@H]1CN,10000.0,inactive
CHEMBL498509,Cc1ccccc1O[C@H]1c2ccccc2OC[C@H]1CN,2100.0,intermediate
CHEMBL504606,CNC[C@H]1OCc2ccccc2[C@H]1Oc1ccccc1C,7800.0,intermediate
CHEMBL505433,CNC[C@@H]1OCc2ccccc2[C@@H]1Oc1ccccc1C,900.0,active
CHEMBL498142,CNC[C@H]1COc2ccccc2[C@H]1Oc1ccccc1C,2800.0,intermediate
CHEMBL445082,CNC[C@@H]1COc2ccccc2[C@@H]1Oc1ccccc1C,1300.0,intermediate
CHEMBL497463,CNC[C@H]1CCc2ccccc2[C@H]1Oc1ccccc1C,4000.0,intermediate
CHEMBL525375,CNC[C@@H]1CCc2ccccc2[C@@H]1Oc1ccccc1C,1400.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,416.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7.0,active
CHEMBL465123,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,46.0,active
CHEMBL446084,NCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,13.0,active
CHEMBL313041,COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC,100000.0,inactive
CHEMBL480988,COc1ccc(C2=NN(CCCCCBr)C(=O)C3CC=CCC23)cc1OC,100000.0,inactive
CHEMBL454507,COc1ccc(C2=NN(CCCCCNCC[C@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,42.0,active
CHEMBL499461,COc1ccc(C2=NN(CCCCCNCC[C@@H](Oc3ccc(C(F)(F)F)cc3)c3ccccc3)C(=O)C3CC=CCC23)cc1OC,173.0,active
CHEMBL492438,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,3000.0,intermediate
CHEMBL461571,Cc1c(C(=O)c2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1cccc(O[C@H](C)C(=O)O)c1,970.0,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,6.9,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,6.6,active
CHEMBL471211,NC[C@@H]1C[C@@]1(C(=O)N1Cc2ccccc2C1)c1cccs1,13.0,active
CHEMBL507806,C=CCN(Cc1nccs1)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,16.0,active
CHEMBL513248,C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,26.0,active
CHEMBL512851,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,32.0,active
CHEMBL469947,C=CCN(C(=O)[C@@]1(c2cccs2)C[C@H]1CN)C1CC1,45.0,active
CHEMBL472253,C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,81.0,active
CHEMBL469946,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,97.0,active
CHEMBL471002,C=CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1CN,140.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,190.0,active
CHEMBL471001,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@H]1CN,320.0,active
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,420.0,active
CHEMBL445794,c1ccc2cc(CO[C@H]3CCNC3)ccc2c1,23.0,active
CHEMBL469809,c1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,20.0,active
CHEMBL469810,N#Cc1ccc2cc(CO[C@H]3CCNC3)ccc2c1,3.0,active
CHEMBL469811,Fc1ccc2cc(CO[C@@H]3CCNC3)ccc2c1,4.0,active
CHEMBL469812,CCN(C1CCNCC1)S(=O)(=O)c1ccc2ccccc2c1,400.0,active
CHEMBL512665,CCCCN(C1CCNCC1)S(=O)(=O)c1ccc2ccccc2c1,14.0,active
CHEMBL469605,CN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,138.0,active
CHEMBL446230,CCN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,30.0,active
CHEMBL469606,CN([C@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,400.0,active
CHEMBL513367,CCCCN([C@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1,16.0,active
CHEMBL469607,CN(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,119.0,active
CHEMBL471855,CC(C)CN(Cc1ccc2ccccc2c1)[C@@H]1CCNC1,5.0,active
CHEMBL506789,CN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,13.0,active
CHEMBL471029,CCCCN(Cc1ccc2ccccc2c1)[C@H]1CCNC1,0.3,active
CHEMBL512130,c1ccc2cc(CN(C3CCC3)C3CCNCC3)ccc2c1,2.0,active
CHEMBL451460,c1ccc2cc(OCC3CCNC3)ccc2c1,25.0,active
CHEMBL469551,N#Cc1ccc2cc(OC[C@H]3CCNC3)ccc2c1,37.0,active
CHEMBL506397,N#Cc1ccc2cc(OC[C@@H]3CCNC3)ccc2c1,42.0,active
CHEMBL453996,c1ccc2cc(OCC3CCNCC3)ccc2c1,8.0,active
CHEMBL469552,N#Cc1ccc2cc(OCC3CCNCC3)ccc2c1,15.0,active
CHEMBL444985,N#Cc1ccc2ccc(OCC3CCNCC3)cc2c1,3.0,active
CHEMBL471035,COCC(Oc1ccc2ccccc2c1)C1CCNCC1,5.0,active
CHEMBL503234,c1ccc2cc(CCN3CCNCC3)ccc2c1,88.0,active
CHEMBL465515,Fc1ccc2cc(CCN3CCNCC3)ccc2c1,11.0,active
CHEMBL443090,Cc1c(CCN2CCNCC2)ccc2cc(F)ccc12,4.0,active
CHEMBL471036,c1ccc2cc(COC3CCNCC3)ccc2c1,6.0,active
CHEMBL641,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,180.0,active
CHEMBL453321,Cc1ccccc1O[C@@H]1CC[C@@H](N)c2ccccc21,10000.0,inactive
CHEMBL447598,CN[C@@H]1CC[C@H](Oc2ccccc2C)c2ccccc21,5000.0,intermediate
CHEMBL453061,Cc1ccccc1O[C@H]1CC[C@@H](N)c2ccccc21,2300.0,intermediate
CHEMBL525249,CN[C@H]1Cc2ccccc2[C@@H](Oc2ccccc2C)C1,1100.0,intermediate
CHEMBL453062,CN[C@@H]1Cc2ccccc2[C@H](Oc2ccccc2C)C1,3000.0,intermediate
CHEMBL520736,CN[C@@H]1Cc2ccccc2[C@@H](Oc2ccccc2C)C1,3300.0,intermediate
CHEMBL488049,Cc1ccccc1O[C@@H]1C[C@@H](N(C)C)Cc2ccccc21,700.0,active
CHEMBL486045,CN[C@H]1Cc2ccccc2[C@H](Oc2ccccc2C)C1,590.0,active
CHEMBL520201,Cc1ccccc1O[C@H]1C[C@H](N(C)C)c2ccccc21,150.0,active
CHEMBL486044,CN[C@H]1C[C@H](Oc2ccccc2C)c2ccccc21,370.0,active
CHEMBL486043,Cc1ccccc1O[C@H]1C[C@H](N)c2ccccc21,10000.0,inactive
CHEMBL486237,Cc1ccccc1O[C@H]1C[C@@H](N(C)C(C)C)c2ccccc21,10000.0,inactive
CHEMBL486236,CCN(CC)[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,3000.0,intermediate
CHEMBL486235,CCN[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,8000.0,intermediate
CHEMBL487869,COc1ccccc1O[C@H]1C[C@@H](N(C)C)c2ccccc21,3500.0,intermediate
CHEMBL521392,Cc1ccccc1O[C@H]1C[C@@H](N(C)C)c2ccccc21,300.0,active
CHEMBL446570,CN[C@@H]1C[C@H](Oc2ccccc2C)c2ccccc21,1400.0,intermediate
CHEMBL487691,COc1ccc(O[C@H]2C[C@@H](N(C)C)c3ccccc32)cc1,130.0,active
CHEMBL487690,CN(C)[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,50.0,active
CHEMBL488222,CN[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,320.0,active
CHEMBL488424,N[C@@H]1C[C@H](Oc2ccc(Cl)cc2)c2ccccc21,9000.0,intermediate
CHEMBL520735,CN(C)[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,2000.0,intermediate
CHEMBL445185,CN[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,10000.0,inactive
CHEMBL530334,N[C@@H]1C[C@H](Oc2ccccc2)c2ccccc21,10000.0,inactive
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,47.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,1400.0,intermediate
CHEMBL452376,CN(C)Cc1ccccc1Oc1ccc(Br)cc1,12.0,active
CHEMBL481695,CN(C)Cc1cc(C(N)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,3.0,active
CHEMBL520760,CSc1ccc(Sc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1,20.0,active
CHEMBL479999,CN(C)Cc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,3.0,active
CHEMBL481526,CCOc1ccc(Oc2ccccc2CN(C)C)cc1,30.0,active
CHEMBL481696,CNC(=O)c1ccc(Oc2ccc(OC(F)(F)F)cc2)c(CN(C)C)c1,10.0,active
CHEMBL479411,CNCc1cc(NS(C)(=O)=O)ccc1Sc1ccc(SC)cc1,10.0,active
CHEMBL481306,CNCc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1,6.0,active
CHEMBL451120,CSc1ccc(Oc2ccc(Br)cc2CN(C)C)cc1,2.0,active
CHEMBL481941,CN(C)Cc1ccccc1Oc1ccc(C#N)cc1,60.0,active
CHEMBL502129,CN(C)Cc1cc(C(=O)N(C)C)ccc1Oc1ccc(OC(F)(F)F)cc1,100.0,active
CHEMBL449015,CSc1ccc(Sc2ccc(NS(C)(=O)=O)cc2CN(C)C)cc1,3.0,active
CHEMBL482292,CN(C)Cc1cc(S(N)(=O)=O)ccc1Cc1ccc(Cl)c(Cl)c1,60.0,active
CHEMBL451165,CNCc1cc(C(N)=O)ccc1Cc1ccc(Cl)c(Cl)c1,4.0,active
CHEMBL507422,CN(C)Cc1ccccc1Oc1ccc(C2CC2)cc1,17.0,active
CHEMBL481697,CN(C)Cc1cc(CNS(C)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,11.0,active
CHEMBL479783,CSc1ccc(Sc2ccc(N(C)S(C)(=O)=O)cc2CN(C)C)cc1,5.0,active
CHEMBL500629,CN(C)Cc1cc(S(N)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,26.0,active
CHEMBL481124,CN(C)Cc1ccccc1Oc1ccc(CC2CC2)cc1,660.0,active
CHEMBL493040,CNCc1ccccc1Cc1ccc(Cl)c(Cl)c1,30.0,active
CHEMBL479409,CN(C)Cc1cc(S(N)(=O)=O)ccc1Oc1ccc(OC(F)(F)F)cc1,9.0,active
CHEMBL482293,CN(C)Cc1cc(S(N)(=O)=O)ccc1Sc1cccc(C(F)(F)F)c1,30.0,active
CHEMBL446481,CSc1ccc(Oc2ccc(F)cc2CN(C)C)cc1,10.0,active
CHEMBL479410,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Oc1ccc(C(F)(F)F)cc1,5.0,active
CHEMBL482294,CN(C)Cc1cc(S(N)(=O)=O)ccc1[S+]([O-])c1ccc(C(F)(F)F)cc1,1900.0,intermediate
CHEMBL448689,CSc1ccc(Oc2ccc(Cl)cc2CN(C)C)cc1,4.0,active
CHEMBL482295,CN(C)Cc1cc(NS(C)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1,3.0,active
CHEMBL474922,COc1ccc(Oc2ccccc2CN(C)C)cc1,25.0,active
CHEMBL481353,CN(C)Cc1ccccc1Oc1ccc(OC(F)(F)F)cc1,7.0,active
