molecule_chembl_id,canonical_smiles,standard_value,compound_classification
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,29.0,active
CHEMBL2332391,CN(CCCN1c2ccccc2CCc2ccccc21)C(=O)COCCOCC(=O)N(C)CCCN1c2ccccc2CCc2ccccc21,46000.0,inactive
CHEMBL2332390,CN(CCCN1c2ccccc2CCc2ccccc21)CCOCCOCCOCCN(C)CCCN1c2ccccc2CCc2ccccc21,5500.0,intermediate
CHEMBL2332389,CN(CCCN1c2ccccc2CCc2ccccc21)CCOCCOCCN(C)CCCN1c2ccccc2CCc2ccccc21,4800.0,intermediate
CHEMBL2332388,CN(CCCN1c2ccccc2CCc2ccccc21)CCOCCN(C)CCCN1c2ccccc2CCc2ccccc21,6000.0,intermediate
CHEMBL2338055,Clc1cc(Cl)c(O[C@@H](c2ccccc2)[C@H]2CCNC2)c(-c2ccccn2)c1,31.62,active
CHEMBL2338054,Cc1cc(Cl)cc(-c2ccccn2)c1O[C@@H](c1ccccc1)[C@H]1CCNC1,6.31,active
CHEMBL2338053,Fc1cc(F)c(F)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1F,5.012,active
CHEMBL2338052,Fc1cc(F)c(F)c(O[C@@H](c2ccccc2)[C@H]2CCNC2)c1F,79.43,active
CHEMBL2338051,Fc1ccc(F)c(O[C@@H](c2ccccc2)[C@@H]2CCNC2)c1Cl,6.31,active
CHEMBL2338050,Fc1ccc(F)c(O[C@H](c2ccccc2)[C@H]2CCNC2)c1Cl,5.012,active
CHEMBL2347697,FC(F)(F)c1cc(COCC2(c3ccccc3)CCCCNCC2)cc(C(F)(F)F)c1,53.0,active
CHEMBL2347696,FC(F)(F)c1cc(COCC2(c3ccccc3)CCCNCCC2)cc(C(F)(F)F)c1,51.0,active
CHEMBL2347695,CN1CCCC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,660.0,active
CHEMBL2347694,CN1CCCC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,860.0,active
CHEMBL2347693,FC(F)(F)c1cc(COC[C@@]2(c3ccccc3)CCCCNC2)cc(C(F)(F)F)c1,490.0,active
CHEMBL2347692,FC(F)(F)c1cc(COC[C@]2(c3ccccc3)CCCCNC2)cc(C(F)(F)F)c1,140.0,active
CHEMBL2347691,FC(F)(F)c1cc(COC[C@@]2(c3ccccc3)CCCN(Cc3ccccc3)CC2)cc(C(F)(F)F)c1,570.0,active
CHEMBL2347690,FC(F)(F)c1cc(COC[C@]2(c3ccccc3)CCCN(Cc3ccccc3)CC2)cc(C(F)(F)F)c1,91.0,active
CHEMBL2347857,CCN1CCC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,1000.0,active
CHEMBL2347856,CCN1CCC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,170.0,active
CHEMBL2347855,CN1CCC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,150.0,active
CHEMBL2347854,CN1CCC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,26.0,active
CHEMBL2347853,FC(F)(F)c1cc(COC[C@@]2(c3ccccc3)CCCNCC2)cc(C(F)(F)F)c1,26.0,active
CHEMBL2347852,FC(F)(F)c1cc(COC[C@]2(c3ccccc3)CCCNCC2)cc(C(F)(F)F)c1,2.9,active
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.2,active
CHEMBL2347851,FC(F)(F)c1cc(COCC2(c3ccccc3)CCCCC2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL120546,FC(F)(F)c1cc(COCC2(c3ccccc3)CCCNC2)cc(C(F)(F)F)c1,25.0,active
CHEMBL2347703,O=C1CC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CCN1,970.0,active
CHEMBL2347702,CC(C)(C)OC(=O)N1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,1000.0,active
CHEMBL141034,CN1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,14.0,active
CHEMBL422931,FC(F)(F)c1cc(COCC2(c3ccccc3)CCNCC2)cc(C(F)(F)F)c1,1.0,active
CHEMBL2380972,CNC[C@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,64.0,active
CHEMBL2380971,CN(C)C[C@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,18.0,active
CHEMBL2380974,CN(Cc1ccccc1)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,140.0,active
CHEMBL2380973,N#Cc1c[nH]c2ccc([C@@H]3CCC[C@H]3CN3CCCC3)cc12,300.0,active
CHEMBL2380977,CCN(CC)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,710.0,active
CHEMBL2380978,CCNC[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,260.0,active
CHEMBL2380976,CCN(C)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,200.0,active
CHEMBL2380975,CNC[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,4.3,active
CHEMBL2380981,CN(C)C[C@@H]1CCC[C@H]1c1ccc2c(c1)c(C#N)cn2C,570.0,active
CHEMBL2380980,CN(C)C[C@@H]1CCC[C@H]1c1ccc2[nH]cc(C#N)c2c1,3.8,active
CHEMBL2380979,CN(C)C[C@H]1C[C@@H]1Cc1ccc2[nH]cc(C#N)c2c1,97.0,active
CHEMBL2380983,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]cc(C#N)c2c1,6.0,active
CHEMBL2380982,CN(C)C[C@@H]1C[C@H]1c1ccc2[nH]ccc2c1,1000.0,active
CHEMBL539470,CN(C)C[C@H]1CCC[C@H]1c1c[nH]c2ccc(C#N)cc12,1.1,active
CHEMBL196468,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,0.56,active
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,22.0,active
CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,17.0,active
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,20.0,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,2.3,active
CHEMBL2386162,COc1ccc(O[C@@H](CC(C)C)[C@H]2CCNC2)c(C)n1,1.9,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,2.0,active
CHEMBL2391541,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,8709.64,intermediate
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,2344.23,intermediate
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,323.59,active
CHEMBL273575,CN1Cc2c(N)cccc2C(c2ccccc2)C1,8709.64,intermediate
CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,2754.23,intermediate
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,6760.83,intermediate
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,281.84,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,2398.83,intermediate
CHEMBL612,C[C@H](N)Cc1ccccc1,16595.87,inactive
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,549.54,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,8.6,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,1.1,active
CHEMBL2407324,CN(C)OC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,690.0,active
CHEMBL2407321,CS(=O)(=O)CC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,340.0,active
CHEMBL2407329,COCC(c1cccc(Cl)c1)C1CCNCC1.Cl,180.0,active
CHEMBL2407332,COC[C@H](c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,130.0,active
CHEMBL2407330,COCC(c1ccc(Cl)cc1)C1CCNCC1.Cl,120.0,active
CHEMBL2407335,Cl.OCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1,79.0,active
CHEMBL2407327,CCCC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,37.0,active
CHEMBL2407331,COCC(c1ccc(F)c(Cl)c1)C1CCNCC1.Cl,32.0,active
CHEMBL2407325,CC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,21.0,active
CHEMBL2407326,CCC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,18.0,active
CHEMBL2407337,CCOCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,16.0,active
CHEMBL2407334,CC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,12.0,active
CHEMBL2407336,COCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,11.0,active
CHEMBL2407323,CCOC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,9.3,active
CHEMBL2407320,CCSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,9.2,active
CHEMBL2407319,CSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,9.1,active
CHEMBL2407333,COC[C@@H](c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,5.7,active
CHEMBL2407322,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl,5.2,active
CHEMBL2407328,COCC(c1ccc2ccccc2c1)C1CCNCC1.Cl,2.1,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7.2,active
CHEMBL2430680,O=C1NCC(c2ccc(Cl)c(Cl)c2)C1c1ccc(Cl)cc1,85.6,active
CHEMBL2430681,O=C1NCC(c2ccc(Cl)cc2)C1c1ccc(Cl)cc1,99.2,active
CHEMBL2430686,O=C1NCC(c2cccc(Cl)c2)C1c1ccc(Cl)c(Cl)c1,3757.0,intermediate
CHEMBL2430699,O=C1NCC(c2ccc(Cl)c(Cl)c2)C1c1ccc2ccccc2c1,965.4,active
CHEMBL2430700,O=C1NCC(c2ccc(Cl)cc2)C1c1ccc2ccccc2c1,6451.0,intermediate
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,6.8,active
CHEMBL2431797,COC1OC[C@@H](Cc2ccc3c(c2)OCO3)[C@@H]1Cc1ccc2c(c1)OCO2,90300.0,inactive
CHEMBL242011,O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,175000.0,inactive
CHEMBL399831,O[C@H]1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,200000.0,inactive
CHEMBL2441437,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)ccc21,9100.0,intermediate
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,7590.0,intermediate
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,120.0,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,3.5,active
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,90000.0,inactive
CHEMBL1215695,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(Br)ccc21,120000.0,inactive
CHEMBL1215762,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(/C=C/c3ccccc3)ccc21,3400.0,intermediate
CHEMBL3094161,COc1ccc2[nH]cc(CN(C)CCCC3(c4ccc(F)cc4)OCc4cc(C#N)ccc43)c2c1,5800.0,intermediate
CHEMBL3094160,CN(CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21)Cc1c[nH]c2ccccc12,3000.0,intermediate
CHEMBL3094159,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(CN(C)CCCC3(c4ccc(F)cc4)OCc4cc(C#N)ccc43)ccc21,4900.0,intermediate
CHEMBL3094168,CN(C)CCCC1(c2ccc(Br)cc2)OCc2cc(C#N)ccc21,4700.0,intermediate
CHEMBL3094164,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(-c3ccc(N)cc3)ccc21,3600.0,intermediate
CHEMBL1508,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,4600.0,intermediate
CHEMBL3094176,CN(CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21)CCc1ccccc1,5300.0,intermediate
CHEMBL3128180,Cc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1,89.0,active
CHEMBL1684585,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,1613.0,intermediate
CHEMBL3128194,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,1218.0,intermediate
CHEMBL3128188,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2ccnn21,898.0,active
CHEMBL3128178,O=C(Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)[C@@H]1CCc2scnc21,422.0,active
CHEMBL3126959,CN1CCN(C2CCC(COCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)(c3ccccc3)CC2)CC1,520.0,active
CHEMBL3126969,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCCC3)CC2)cc(C(F)(F)F)c1,970.0,active
CHEMBL3126967,CCN(CC)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,280.0,active
CHEMBL3126966,CN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,250.0,active
CHEMBL3126965,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(NC3CC3)CC2)cc(C(F)(F)F)c1,680.0,active
CHEMBL3126964,CCNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,150.0,active
CHEMBL3126977,CNC1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)CC1,190.0,active
CHEMBL3126972,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(NC3CC3)C2)cc(C(F)(F)F)c1,530.0,active
CHEMBL3126970,CN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,57.0,active
CHEMBL3126958,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCOCC3)CC2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL3126968,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCC3)CC2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL3126976,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCOCC3)C2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL3126975,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCCC3)C2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL3126974,FC(F)(F)c1cc(COCC2(c3ccccc3)CCC(N3CCCC3)C2)cc(C(F)(F)F)c1,1000.0,active
CHEMBL3126973,COCCN(C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,1000.0,active
CHEMBL3126971,CC(C)N(C(C)C)C1CCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,1000.0,active
CHEMBL3126963,N[C@@H]1CC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,130.0,active
CHEMBL3126962,N[C@H]1CC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,350.0,active
CHEMBL3126961,N[C@@H]1CC[C@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,210.0,active
CHEMBL3126960,N[C@H]1CC[C@@](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2ccccc2)C1,4.7,active
CHEMBL3290012,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1,1000.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,150.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,700.0,active
CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,3840.0,intermediate
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,36.1,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,10.4,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,723.0,active
CHEMBL3309701,Fc1ccccc1OC(CC1CNC1)c1ccc(Cl)c(Cl)c1,73.8,active
CHEMBL3309702,Clc1ccc(C(CC2CNC2)Oc2ccccc2)cc1Cl,83.4,active
CHEMBL3310478,Fc1ccc(OC(CC2CNC2)c2ccc(Cl)c(Cl)c2)cc1,71.9,active
CHEMBL3310483,Fc1cc(C(CC2CNC2)Oc2cccc(Cl)c2)ccc1Cl,47.1,active
CHEMBL3310484,Fc1cc(C(CC2CNC2)Oc2ccccc2F)ccc1Cl,46.3,active
CHEMBL3310485,Fc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1,36.6,active
CHEMBL3310486,Fc1ccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)cc1,58.1,active
CHEMBL3310482,Fc1cc(C(CC2CNC2)Oc2ccccc2)ccc1Cl,51.3,active
CHEMBL3310487,Fc1cc(C(CC2CNC2)Oc2ccccc2Cl)ccc1Cl,37.5,active
CHEMBL3310488,Cc1ccccc1OC(CC1CNC1)c1ccc(Cl)c(F)c1,37.7,active
CHEMBL3310489,Cc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1,23.0,active
CHEMBL3310490,Cc1ccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)cc1,38.5,active
CHEMBL3323187,CN1Cc2cc(NCCO)ccc2C(c2ccc3sccc3c2)C1,2500.0,intermediate
CHEMBL3323184,CN1Cc2cc(N3CCOCC3)ccc2C(c2cc3ccccc3s2)C1,4.4,active
CHEMBL3323182,CN1Cc2cc(N3CCOCC3)ccc2C(c2ccc3sccc3c2)C1,4.9,active
CHEMBL3323181,CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1,3.0,active
CHEMBL3323177,CN1Cc2cc(C#N)ccc2C(c2ccc3sccc3c2)C1,18.0,active
CHEMBL3323176,CN1Cc2cc(F)ccc2C(c2ccc3sccc3c2)C1,8.4,active
CHEMBL3323109,CN1Cc2ccccc2C(c2ccc3ncccc3c2)C1,6.9,active
CHEMBL3323108,CN1Cc2ccccc2C(c2ccc3ccnn3c2)C1,130.0,active
CHEMBL3323107,CN1Cc2ccccc2C(c2ccc3cnsc3c2)C1,96.0,active
CHEMBL3323106,CN1Cc2ccccc2C(c2ccc3ncsc3c2)C1,32.0,active
CHEMBL3323105,CN1Cc2ccccc2C(c2ccc3cn[nH]c3c2)C1,31.0,active
CHEMBL3323104,CN1Cc2ccccc2C(c2ccc3[nH]ncc3c2)C1,260.0,active
CHEMBL3323102,CN1Cc2ccccc2C(c2ccc3cc[nH]c3c2)C1,6.4,active
CHEMBL3323100,CN1Cc2ccccc2C(c2cccc3ccsc23)C1,68.0,active
CHEMBL3323095,CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,1.7,active
CHEMBL3323185,CN1Cc2cc(N3CCCCC3)ccc2C(c2cc3ccccc3s2)C1,38.0,active
CHEMBL3323183,CN1Cc2cc(N3CCOCC3)ccc2C(c2ccc3ccsc3c2)C1,4.5,active
CHEMBL3323179,CN(C)Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,4.4,active
CHEMBL3323178,CN1Cc2cc(CN)ccc2C(c2ccc3sccc3c2)C1,28.0,active
CHEMBL3323175,CN1Cc2cc(O)ccc2C(c2ccc3sccc3c2)C1,10.0,active
CHEMBL3323174,COc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,5.3,active
CHEMBL3323173,Cc1ccc2c(c1)CN(C)CC2c1ccc2sccc2c1,4.9,active
CHEMBL3323101,CN1Cc2ccccc2C(c2ccc3[nH]ccc3c2)C1,170.0,active
CHEMBL3323099,CN1Cc2ccccc2C(c2cccc3sccc23)C1,130.0,active
CHEMBL3323097,CN1Cc2ccccc2C(c2cc3ccccc3s2)C1,35.0,active
CHEMBL3323096,CN1Cc2ccccc2C(c2ccc3ccsc3c2)C1,40.0,active
CHEMBL3323095,CN1Cc2ccccc2C(c2ccc3sccc3c2)C1,69.0,active
CHEMBL3323094,CN1Cc2ccccc2C(c2cccc3ccoc23)C1,31.0,active
CHEMBL3323093,CN1Cc2ccccc2C(c2cccc3occc23)C1,29.0,active
CHEMBL3323092,CN1Cc2ccccc2C(c2coc3ccccc23)C1,67.0,active
CHEMBL3323091,CN1Cc2ccccc2C(c2cc3ccccc3o2)C1,110.0,active
CHEMBL3323090,CN1Cc2ccccc2C(c2ccc3ccoc3c2)C1,250.0,active
CHEMBL3323089,CN1Cc2ccccc2C(c2ccc3occc3c2)C1,24.0,active
CHEMBL3317705,C[C@H]1NCCCN(c2ccc3ccccc3c2)C1=O.Cl,260.0,active
CHEMBL3317704,C[C@@H]1NCCCN(c2ccc3ccccc3c2)C1=O.Cl,83.0,active
CHEMBL3317703,CCC1NCCCN(c2ccc3ccccc3c2)C1=O.Cl,88.0,active
CHEMBL3317702,CC1NCCCN(c2ccc3ccccc3c2)C1=O.Cl,200.0,active
CHEMBL3317701,CCC1NCCCN(c2ccc(Cl)c(Cl)c2)C1=O.Cl,570.0,active
CHEMBL3317700,CC1NCCCN(c2ccc(Cl)c(Cl)c2)C1=O.Cl,530.0,active
CHEMBL3317699,CN1CCCN(c2ccc(Cl)c(Cl)c2)C(=O)C1.Cl,5500.0,intermediate
CHEMBL3317698,CC1CCN(c2ccc(Cl)c(Cl)c2)C(=O)CN1.Cl,4300.0,intermediate
CHEMBL3317697,CC1CCNCC(=O)N1c1ccc(Cl)c(Cl)c1.Cl,1900.0,intermediate
CHEMBL3317696,Cl.O=C1CNCC(F)(F)CN1c1ccc(Cl)c(Cl)c1,1300.0,intermediate
CHEMBL3317695,CC1CNCC(=O)N(c2ccc(Cl)c(Cl)c2)C1.Cl,2200.0,intermediate
CHEMBL3317694,Cl.O=C1CNCCCN1c1ccc(Cl)c(Cl)c1,50.0,active
CHEMBL3353960,Cl.O=C1CNCC2(CC2)CN1c1ccc(Cl)c(Cl)c1,2200.0,intermediate
CHEMBL3311308,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,100000.0,inactive
CHEMBL592374,Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl,411.5,active
CHEMBL3334769,C1=C(Cc2ccccc2)CCN(CCC(c2csc3ccccc23)N2CCCC2)C1,621.3,active
CHEMBL3334770,C1=C(Cc2ccccc2)CCN(CCC(c2csc3ccccc23)N2CCCCC2)C1,905.3,active
CHEMBL3334776,Clc1ccc(C(CCN2CCOCC2)N2CCCC2)cc1Cl,389.4,active
CHEMBL3334793,CN(C)CCC(c1cc2ccccc2s1)N1CCOCC1,449.2,active
CHEMBL3334794,CN(C)CCC(c1cc2ccccc2s1)N1CCCC1,401.0,active
CHEMBL3334795,CN(C)CCC(c1csc2ccccc12)N1CCOCC1,1187.8,intermediate
CHEMBL3334796,CN(C)CCC(c1csc2ccccc12)N1CCCC1,425.3,active
CHEMBL3334797,CN(C)CCC(c1ccc(Cl)c(Cl)c1)N1CCOCC1,378.5,active
CHEMBL3334798,CN(C)CCC(c1ccc(Cl)c(Cl)c1)N1CCCCC1,546.1,active
CHEMBL3334799,CN(C)CCC(c1ccc(Cl)c(Cl)c1)N1CCNCC1,399.3,active
CHEMBL3334800,CN(C)CCC(c1ccc(Cl)c(Cl)c1)N1CCCC1,501.4,active
CHEMBL3334801,COc1ccc2cc(C(CCN(C)C)N3CCCC3)ccc2c1Cl,337.6,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,150.0,active
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,700.0,active
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,3840.0,intermediate
CHEMBL1201066,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,36.1,active
CHEMBL3331468,c1ccc2cc(CN(C3CCCCC3)C3CNC3)ccc2c1,6.2,active
CHEMBL3331469,Cl.c1ccc(N(Cc2ccc3ccccc3c2)C2CNC2)cc1,11.9,active
CHEMBL3331479,Cc1ccc(N(Cc2ccc3ccccc3c2)C2CNC2)cc1,23.0,active
CHEMBL3331484,Clc1ccc(CN(C2CC2)C2CNC2)cc1Cl,114.0,active
CHEMBL3331485,c1ccc(N(Cc2ccc3ccccc3c2)CC2CNC2)cc1,8.4,active
CHEMBL3331486,Clc1ccc(CN(CC2CNC2)c2ccccc2)cc1,14.6,active
CHEMBL3331498,Clc1ccc(CN(CC2CNC2)C2CCCC2)cc1Cl,28.8,active
CHEMBL3331500,Fc1ccc(CN(CC2CNC2)c2ccccc2)cc1.O=C(O)C(F)(F)F,17.9,active
CHEMBL3331501,Cc1cccc(CN(CC2CNC2)c2ccccc2)c1.O=C(O)C(F)(F)F,11.4,active
CHEMBL3331502,Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl.O=C(O)C(F)(F)F,11.1,active
CHEMBL3331503,CC(C)N(Cc1ccc(Cl)c(Cl)c1)CC1CNC1.Cl,7.6,active
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,10.4,active
CHEMBL3331504,Clc1ccc(CN(C2CCCCC2)C2CNC2)cc1,42.2,active
CHEMBL3331505,c1ccc(CN(Cc2ccc3ccccc3c2)C2CNC2)cc1,20.2,active
CHEMBL3331506,Fc1ccccc1N(Cc1ccc(Cl)cc1)C1CNC1,67.4,active
CHEMBL3331507,Clc1cccc(N(Cc2ccc3ccccc3c2)C2CNC2)c1,99.9,active
CHEMBL3331508,Clc1ccccc1CN(CC1CNC1)c1ccccc1.O=C(O)C(F)(F)F,5.2,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4410.0,intermediate
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,20.0,active
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,1460.0,intermediate
CHEMBL1201066,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,5720.0,intermediate
CHEMBL3331468,c1ccc2cc(CN(C3CCCCC3)C3CNC3)ccc2c1,269.0,active
CHEMBL3331469,Cl.c1ccc(N(Cc2ccc3ccccc3c2)C2CNC2)cc1,333.0,active
CHEMBL3331479,Cc1ccc(N(Cc2ccc3ccccc3c2)C2CNC2)cc1,597.0,active
CHEMBL3331484,Clc1ccc(CN(C2CC2)C2CNC2)cc1Cl,479.0,active
