molecule_chembl_id,canonical_smiles,compound_classification,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL435341,C/C=C\c1ccc([C@H]2CC3CCC([C@H]2C(=O)OC)N3C)cc1,active,299.414,3.4590000000000023,0.0,3.0,8.939302159646388
CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,8.3767507096021
CHEMBL100941,COC(=O)C1C2CCC(C2)CC1c1ccc(Cl)c(Cl)c1,active,313.22400000000005,4.686200000000004,0.0,2.0,7.476253533188435
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,7.559090917934782
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,8.187086643357144
CHEMBL100941,COC(=O)C1C2CCC(C2)CC1c1ccc(Cl)c(Cl)c1,active,313.22400000000005,4.686200000000004,0.0,2.0,6.7447274948966935
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,8.602059991327963
CHEMBL367408,C=Cc1ccc([C@H]2CC3CCC(N3)[C@H]2C(=O)CC)cc1,active,269.388,3.5328000000000017,1.0,2.0,9.494850021680094
CHEMBL88915,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,326.22300000000007,3.786500000000003,0.0,3.0,6.06198090252379
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,8.327902142064282
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,7.1904402853647325
CHEMBL173344,C=C(C)c1ccc([C@H]2CC3CCC(N3)[C@H]2C(=O)CC)cc1,active,283.41499999999996,3.922900000000003,1.0,2.0,9.795880017344075
CHEMBL353333,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2,active,371.21799999999996,2.6883,1.0,3.0,9.443697499232712
CHEMBL169471,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2,active,314.212,3.390500000000001,1.0,3.0,8.906578314837764
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,7.518557371497695
CHEMBL173594,C/C=C/c1ccc([C@H]2CC3CCC([C@H]2C(=O)OC)N3C)cc1,active,299.414,3.4590000000000023,0.0,3.0,8.886056647693163
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.568636235841013
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,6.795880017344075
CHEMBL1201203,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,inactive,307.43700000000007,4.417800000000004,0.0,2.0,4.617982957425132
CHEMBL151894,COc1ccc(NS(=O)(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,active,533.6540000000002,4.581640000000004,1.0,8.0,6.0
CHEMBL147071,COc1ccc(NC(=O)c2ccc(-c3ccc(C(N)=O)cc3C)cc2)cc1N1CCN(C)CC1,active,458.5620000000003,3.773620000000003,2.0,5.0,6.0
CHEMBL151420,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OCCF)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,active,529.6160000000003,5.3728400000000045,1.0,7.0,6.045757490560675
CHEMBL151695,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(OS(=O)(=O)C(F)(F)F)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,active,615.6340000000002,5.252940000000005,1.0,9.0,6.0
CHEMBL147503,COc1ccc(NC(=O)c2ccc(-c3ccc(C(=N)N)cc3C)cc2)cc1N1CCN(C)CC1,active,457.5780000000003,3.958790000000003,3.0,5.0,6.39040559077478
CHEMBL146735,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4nnc(C)o4)cc3C)cc2)cc1N1CCN(C)CC1,active,497.5990000000004,5.033140000000005,1.0,7.0,6.0
CHEMBL15928,COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,active,497.5990000000004,5.033140000000005,1.0,7.0,6.0
CHEMBL422504,Cc1nc(-c2ccc(-c3ccc(C(=O)Nc4ccc(O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)no1,active,483.5720000000003,4.730140000000003,2.0,7.0,6.0
CHEMBL300226,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,8.596879478824182
CHEMBL544370,Cl.OC1(c2ccc3c(c2)OCO3)c2ccccc2C2=NCCCN21,active,344.7980000000002,2.4964000000000004,1.0,5.0,7.080921907623926
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.471083299722345
CHEMBL336100,OC1(c2ccc(Cl)cc2)c2cccc(F)c2C2=NCCN21,active,302.73600000000005,2.7483000000000013,1.0,3.0,6.889410289700751
CHEMBL544216,CN1CCC(CCc2cn(C)c3ccccc23)CC1.Cl,active,292.854,3.8745000000000034,0.0,2.0,6.0
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,active,284.74600000000004,2.6092000000000004,1.0,3.0,7.026872146400302
CHEMBL284004,CN1CCC(CCc2c[nH]c3ccccc23)CC1,active,242.36599999999999,3.442300000000002,1.0,1.0,6.0
CHEMBL67024,Fc1ccc(CCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,active,432.58300000000014,5.228400000000006,1.0,3.0,6.327902142064283
CHEMBL130668,Oc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,active,280.32699999999994,2.0515,2.0,4.0,7.221848749616356
CHEMBL443797,CN(CCCc1ccccc1)C1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,active,442.6470000000001,5.821600000000006,0.0,3.0,6.508638306165727
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.468521082957745
CHEMBL278080,Fc1ccc2[nH]cc(CC3CCNCC3)c2c1,active,232.30199999999996,2.849100000000001,2.0,1.0,6.769551078621726
CHEMBL421867,c1ccc(CCCNC2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,active,428.6200000000001,5.479400000000005,1.0,3.0,6.4089353929735005
CHEMBL336940,COc1cccc2c1C1=NCCN1C2(O)c1ccc(Cl)cc1,active,314.77199999999993,2.617800000000001,1.0,4.0,6.552841968657781
CHEMBL24075,COc1ccc2[nH]cc(CC3CCNCC3)c2c1,active,244.33799999999994,2.7186000000000012,2.0,2.0,6.0
CHEMBL133043,COc1ccc(C2(O)c3ccccc3C3=NCCCN32)cc1,active,294.354,2.3545000000000007,1.0,4.0,7.026872146400302
CHEMBL557413,Cl.c1ccc(Cn2cc(CCC3CCNCC3)c3ccccc32)cc1,active,354.925,5.043600000000003,1.0,2.0,6.0
CHEMBL25416,Brc1ccc2[nH]cc(CC3CCNCC3)c2c1,active,293.208,3.472500000000001,2.0,1.0,6.0
CHEMBL543980,Cl.Cn1cc(CCC2CCNCC2)c2ccccc21,active,278.827,3.532300000000002,1.0,2.0,6.3979400086720375
CHEMBL1159866,O=C(O)/C=C/C(=O)O.Oc1ccc2[nH]cc(CCC3CCNCC3)c2c1,active,360.4100000000002,2.517500000000001,5.0,4.0,7.698970004336019
CHEMBL25428,Clc1ccc2[nH]cc(CCC3CCNCC3)c2c1,active,262.78399999999993,3.7535000000000016,2.0,1.0,6.657577319177793
CHEMBL24042,c1ccc2c(CCCC3CCNCC3)c[nH]c2c1,active,242.36599999999999,3.4902000000000015,2.0,1.0,7.221848749616356
CHEMBL1159870,Clc1ccc2[nH]cc(CC3CCNCC3)c2c1.O=C(O)/C=C/C(=O)O,active,364.82900000000006,3.0751999999999997,4.0,3.0,6.0
CHEMBL1159865,O=C(O)/C=C/C(=O)O.Oc1ccc2c(CCC3CCNCC3)c[nH]c2c1,active,360.4100000000001,2.5175,5.0,4.0,6.0
CHEMBL24783,c1ccc(-c2[nH]c3ccccc3c2CCC2CCNCC2)cc1,active,304.437,4.767100000000003,2.0,1.0,6.0
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,active,314.86,4.528400000000004,0.0,2.0,7.154901959985743
CHEMBL67203,c1ccc(CCCN2CCCC(CNCCOC(c3ccccc3)c3ccccc3)C2)cc1,active,442.6470000000001,5.727000000000006,1.0,3.0,6.086186147616283
CHEMBL132683,COC(=O)C1C(c2ccc(O)c(O)c2)CC2CCC1N2C,active,291.347,1.8370999999999997,2.0,5.0,6.511449283499556
CHEMBL276520,c1ccc2c(CCC3CCNCC3)c[nH]c2c1,active,228.339,3.100100000000001,2.0,1.0,7.522878745280337
CHEMBL59,NCCc1ccc(O)c(O)c1,inactive,153.18099999999998,0.5989999999999998,3.0,3.0,4.522878745280337
CHEMBL130477,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21,active,298.7730000000001,2.9993000000000007,1.0,3.0,7.275724130399211
CHEMBL132955,OC1(c2ccc(Cl)cc2)c2cc(Cl)c(Cl)cc2C2=NCCN21,active,353.63600000000014,3.916000000000002,1.0,3.0,6.35261702988538
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.488116639021126
CHEMBL278816,Cc1[nH]c2ccccc2c1CCC1CCNCC1,active,242.3659999999999,3.408520000000001,2.0,1.0,6.0
CHEMBL133070,COC(=O)C1C(c2ccc(C(C)=O)c(C(C)=O)c2)CC2CCC1N2C,active,343.4230000000001,2.831100000000001,0.0,5.0,6.481486060122113
CHEMBL24731,COc1ccc2[nH]cc(CCC3CCNCC3)c2c1,active,258.3649999999999,3.1087000000000016,2.0,2.0,6.0
CHEMBL1159861,O=C(O)/C=C/C(=O)O.c1ccc(-n2cc(CCC3CCNCC3)c3ccccc32)cc1,active,420.50900000000024,4.274500000000003,3.0,4.0,6.0
CHEMBL335423,COC(=O)C1C(c2ccc(OC)c(OC)c2)CC2CCC1N2C,active,319.40100000000007,2.4431000000000003,0.0,5.0,7.638272163982407
CHEMBL67078,c1ccc(CCCNCC2CCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,active,442.6470000000001,5.727000000000006,1.0,3.0,6.113509274827518
CHEMBL429771,c1ccc2c(CC3CCNCC3)c[nH]c2c1,active,214.31199999999998,2.710000000000001,2.0,1.0,6.259637310505756
CHEMBL336613,Clc1ccc(C2c3ccccc3C3=NCCN32)cc1,active,268.74699999999996,3.505200000000003,0.0,2.0,7.823908740944319
CHEMBL150050,COc1cccc2c1O[C@@H](CN1C3C=C(n4ccc5cc(F)ccc54)CC1CC3)CO2,active,420.48400000000026,4.706600000000004,0.0,5.0,6.860120913598763
CHEMBL149776,COc1cccc2c1O[C@@H](CN1C3C=C(c4ccc(Cl)c(Cl)c4)CC1CC3)CO2,active,432.3470000000002,5.462100000000004,0.0,4.0,6.585026652029182
CHEMBL357321,COc1cccc2c1O[C@@H](CN1C3C=C(c4ccc5ccccc5c4)CC1CC3)CO2,active,413.5170000000002,5.308500000000005,0.0,4.0,6.115204636051019
CHEMBL356904,COc1cccc2c1O[C@@H](CN1C3C=C(c4cccc5ccccc45)CC1CC3)CO2,active,413.5170000000003,5.308500000000005,0.0,4.0,6.021819483062586
CHEMBL348708,COc1cccc2c1O[C@@H](CN1C3C=C(c4cccc5cccnc45)CC1CC3)CO2,active,414.5050000000003,4.703500000000004,0.0,5.0,6.962573502059376
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,active,450.5730000000001,5.3212000000000055,0.0,3.0,7.136677139879544
CHEMBL416409,Fc1ccc(C(OCCC2CCN(Cc3ccc4ccccc4c3)CC2)c2ccc(F)cc2)cc1,active,471.5910000000002,7.526300000000007,0.0,2.0,6.557520230935552
CHEMBL88915,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,326.22300000000007,3.786500000000003,0.0,3.0,6.06198090252379
CHEMBL84680,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1N2C,active,307.39300000000003,3.632900000000002,0.0,3.0,6.962573502059376
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,8.698970004336019
CHEMBL121611,Fc1ccc(C(OCCNCCCNCCc2ccccc2)c2ccc(F)cc2)cc1,active,424.535,4.882800000000004,2.0,3.0,6.603800652904264
CHEMBL103138,COC(=O)c1ccccc1-c1ccc(F)cc1,inactive,230.23799999999997,3.279300000000002,0.0,2.0,4.481486060122113
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,6.446116973356125
CHEMBL2111614,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc(Cl)c(Cl)c1,active,313.22400000000005,4.686200000000004,0.0,2.0,6.7447274948966935
CHEMBL2111614,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc(Cl)c(Cl)c1,active,313.22400000000005,4.686200000000004,0.0,2.0,7.481486060122112
CHEMBL2111613,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc2ccccc2c1,active,294.394,4.532600000000004,0.0,2.0,7.1938200260161125
CHEMBL322605,COC(=O)[C@@H]1C2CCC(C2)CC1c1ccc2ccccc2c1,active,294.394,4.532600000000004,0.0,2.0,6.97469413473523
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,inactive,277.33899999999994,2.5650000000000004,0.0,3.0,4.913640169325252
CHEMBL327963,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1C2,inactive,260.308,3.572300000000002,0.0,2.0,4.450996737974212
CHEMBL87567,COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,active,309.40900000000005,3.579100000000002,0.0,3.0,8.659555885159882
CHEMBL102144,COC(=O)c1ccccc1-c1ccc(-c2ccc(Br)cc2)cc1,active,367.24199999999996,5.569700000000004,0.0,2.0,8.0
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.4736607226101555
CHEMBL318592,COC(=O)C1C2CCC(C2)CC1c1ccccc1,inactive,244.334,3.379400000000002,0.0,2.0,4.698970004336019
CHEMBL318138,COC(=O)[C@H]1C(c2ccc3ccccc3c2)CC2CCC1N2C,active,309.40900000000005,3.579100000000002,0.0,3.0,8.22548303427145
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,7.568636235841013
CHEMBL121460,CN(CCOC(c1ccc(F)cc1)c1ccc(F)cc1)CCN(C)CCOC(c1ccc(F)cc1)c1ccc(F)cc1,active,580.6660000000004,7.018800000000008,0.0,4.0,8.0
CHEMBL388545,COC(=O)[C@@H]1C2CCC(C2)C[C@@H]1c1ccc(Cl)c(Cl)c1,active,313.22400000000005,4.686200000000004,0.0,2.0,6.187086643357144
CHEMBL100010,COC(=O)C1=C(c2ccccc2)CC2CCC1C2,inactive,242.31799999999996,3.433200000000002,0.0,2.0,5.0
CHEMBL124222,O=C1CN(CCOC(c2ccccc2)c2ccccc2)CCN1CCCc1ccccc1,active,428.5760000000003,4.569600000000005,0.0,3.0,8.0
CHEMBL103936,COC(=O)c1ccccc1-c1ccc2ccccc2c1,active,262.308,4.293400000000003,0.0,2.0,8.0
CHEMBL2112412,COC(=O)[C@@H]1C2CCC(C2)C[C@@H]1c1ccc2ccccc2c1,active,294.394,4.532600000000004,0.0,2.0,7.221848749616356
CHEMBL103831,COC(=O)c1ccccc1-c1ccccc1,inactive,212.248,3.140200000000001,0.0,2.0,4.154901959985743
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,6.795880017344075
CHEMBL323348,COC(=O)c1ccccc1C(=O)OC,inactive,194.18599999999995,1.2597999999999998,0.0,4.0,4.0
CHEMBL101986,COC(=O)c1ccccc1-c1ccc(Cl)cc1,inactive,246.69299999999998,3.7936000000000023,0.0,2.0,4.337242168318426
CHEMBL2111613,COC(=O)[C@H]1C2CCC(C2)C[C@@H]1c1ccc2ccccc2c1,active,294.394,4.532600000000004,0.0,2.0,6.09312646527793
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,active,450.5730000000001,5.3212000000000055,0.0,3.0,6.130181792020672
CHEMBL314402,COC(=O)C1C2CCC(CC1c1ccccc1)O2,inactive,246.306,2.510700000000001,0.0,3.0,5.0
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,7.508638306165727
CHEMBL14391,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,active,385.2450000000001,3.0305000000000017,0.0,3.0,8.37571790416433
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,6.795880017344075
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,7.568636235841013
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,7.1904402853647325
CHEMBL88792,COC(=O)C1C2CCC(CC1c1ccc(Br)cc1)O2,active,325.202,3.273200000000002,0.0,3.0,6.559090917934782
CHEMBL14391,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,active,385.2450000000001,3.0305000000000017,0.0,3.0,7.187755303199631
CHEMBL313664,COC(=O)C1C2CCC(CC1c1ccc(I)cc1)O2,active,372.202,3.1153000000000013,0.0,3.0,7.920818753952375
CHEMBL90903,COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)O2,active,280.75100000000003,3.1641000000000012,0.0,3.0,6.088309841246139
CHEMBL109776,O=C(CC1CCN(Cc2ccc(F)cc2)CC1)NC(c1ccccc1)c1ccccc1,inactive,416.54000000000013,5.333600000000005,1.0,2.0,4.308220306400419
CHEMBL1790051,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,active,295.81,2.847700000000002,0.0,3.0,7.6777807052660805
CHEMBL329454,COC(=O)C1C2CCC(CC1c1ccc(F)cc1)O2,inactive,264.296,2.649800000000001,0.0,3.0,5.0
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,7.236572006437063
CHEMBL313664,COC(=O)C1C2CCC(CC1c1ccc(I)cc1)O2,active,372.202,3.1153000000000013,0.0,3.0,7.142667503568732
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,8.607303046740334
CHEMBL88792,COC(=O)C1C2CCC(CC1c1ccc(Br)cc1)O2,active,325.202,3.273200000000002,0.0,3.0,7.522878745280337
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,active,293.794,3.0793000000000017,0.0,3.0,8.229147988357855
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,8.330683119433887
CHEMBL314402,COC(=O)C1C2CCC(CC1c1ccccc1)O2,inactive,246.306,2.510700000000001,0.0,3.0,4.941573975542995
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,active,293.794,3.0793000000000017,0.0,3.0,6.000869458712629
CHEMBL90903,COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)O2,active,280.75100000000003,3.1641000000000012,0.0,3.0,6.97061622231479
CHEMBL316342,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)O2,active,315.196,3.8175000000000026,0.0,3.0,8.18575240426808
CHEMBL444592,Fc1ccc(C(NCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,inactive,420.54700000000014,5.946100000000007,1.0,2.0,4.972365034222456
CHEMBL432727,CN1C2CCC1C(C(=O)NCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,active,639.7120000000001,6.619000000000008,2.0,4.0,6.647817481888637
CHEMBL125140,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccccc1)c1ccc(C)cc1)N2C,inactive,379.5000000000001,4.125320000000004,0.0,4.0,4.87942606879415
CHEMBL407803,CN1C2CCC1C(C(=O)NCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,active,611.6580000000001,5.838800000000006,2.0,4.0,6.7544873321858505
CHEMBL1201203,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,inactive,307.43700000000007,4.417800000000004,0.0,2.0,4.617982957425132
CHEMBL307314,CN1C2CCC1C(C(=O)NCCCCCCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,active,667.766,7.399200000000008,2.0,4.0,7.00436480540245
CHEMBL339481,CCC(O[C@H]1CC2CCC(C1C(=O)OC)N2C)c1ccccc1,inactive,317.429,3.178600000000002,0.0,4.0,4.6777807052660805
CHEMBL303266,CN1C2CCC1C(C(=O)NCCCNC(=O)C1C(c3ccc(Cl)cc3)CC3CCC1N3C)C(c1ccc(Cl)cc1)C2,active,597.6310000000002,5.448700000000006,2.0,4.0,6.355561410532162
CHEMBL125954,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCc1ccccc1,active,505.60500000000025,6.098100000000007,0.0,4.0,7.705533773838407
CHEMBL125017,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccccc1)c1ccccc1)N2C,inactive,365.47300000000007,3.816900000000003,0.0,4.0,4.995678626217358
CHEMBL124670,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCc1ccc(Br)cc1,active,584.5010000000002,6.860600000000007,0.0,4.0,6.6307841425898575
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.497572880015567
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,active,293.794,3.0793000000000017,0.0,3.0,7.721246399047171
CHEMBL339352,COC(=O)C1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCCCc1ccccc1,active,533.6590000000003,6.878300000000007,0.0,4.0,6.259637310505756
CHEMBL14391,COC(=O)C1C(c2ccc(I)cc2)CC2CCC1N2C,active,385.2450000000001,3.0305000000000017,0.0,3.0,8.596879478824182
CHEMBL81525,COC(=O)C1C2CCC(CC1c1ccc(Cl)cc1)N2,active,279.767,2.7371000000000008,1.0,3.0,8.787812395596042
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.568636235841013
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,8.607303046740334
CHEMBL171106,COC(=O)C1C(c2cccc(Br)c2)CC2CCC1N2C,active,338.24500000000006,3.1884000000000015,0.0,3.0,7.690369832574102
CHEMBL67387,COC(=O)C1C(c2cccc(I)c2)CC2CCC1N2C,active,385.2450000000001,3.030500000000001,0.0,3.0,8.005243055412372
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,6.795880017344075
CHEMBL306208,COC(=O)C1C(c2ccc(Cl)cc2)CC2CCC1N2C,active,293.794,3.0793000000000017,0.0,3.0,8.231361898752386
CHEMBL169471,COC(=O)C1C2CCC(CC1c1ccc(Cl)c(Cl)c1)N2,active,314.212,3.390500000000001,1.0,3.0,8.853871964321762
CHEMBL50858,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)c(C)c1)N2C,active,307.821,3.3877200000000016,0.0,3.0,9.0
CHEMBL894,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,inactive,239.746,3.2993000000000023,1.0,2.0,4.327902142064283
CHEMBL103504,CCC[C@@]1(O)CN2C3CC[C@@H]2C[C@H](c2ccc(C)cc2)C31,active,285.431,3.476320000000002,1.0,2.0,7.3872161432802645
CHEMBL101250,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@](C)(O)CN43)cc1,active,257.377,2.6961200000000005,1.0,2.0,6.8326826652518236
CHEMBL430840,O=C1CN2C3CC[C@@H]2C[C@H](c2ccc(F)cc2)C13,active,245.297,2.3449,0.0,2.0,6.600326278518962
CHEMBL101905,C=C1CN2C3CC[C@@H]2C[C@H](c2ccc(C)cc2)C13,active,239.362,3.5013200000000024,0.0,1.0,7.481486060122112
CHEMBL321067,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccccc2)CN43)cc1,active,319.4480000000001,3.832920000000003,1.0,2.0,8.102372908709558
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.384049948343599
CHEMBL419728,Cc1ccc([C@H]2C[C@H]3CCC4C2[C@@](O)(c2ccc(Cl)cc2)CN43)cc1,active,353.8930000000001,4.486320000000004,1.0,2.0,7.886056647693163
CHEMBL102018,Cc1ccc([C@H]2C[C@H]3CCC4C2C(=O)CN43)cc1,active,241.334,2.514220000000001,0.0,2.0,7.167491087293763
CHEMBL89208,COC(=O)C1C(c2ccccc2)CC2[C@@H](O)CC1N2C,inactive,275.348,1.3966999999999998,1.0,4.0,4.698970004336019
CHEMBL84680,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1N2C,active,307.39300000000003,3.632900000000002,0.0,3.0,6.962573502059376
CHEMBL89476,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@H](O)C1N2C,active,344.23800000000006,2.703500000000001,1.0,4.0,6.003926345514724
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,active,328.2390000000001,3.732700000000003,0.0,3.0,8.607303046740334
